"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.50.94","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"2","1.139406","192.168.50.4","224.0.0.251","MDNS","122","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR lb._dns-sd._udp.local, ""QU"" question"
"3","1.139528","fe80::894:4ef2:9384:326f","ff02::fb","MDNS","142","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR lb._dns-sd._udp.local, ""QU"" question"
"4","1.500245","192.168.50.94","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"5","2.163939","192.168.50.4","224.0.0.251","MDNS","122","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR lb._dns-sd._udp.local, ""QM"" question"
"6","2.164051","fe80::894:4ef2:9384:326f","ff02::fb","MDNS","142","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR lb._dns-sd._udp.local, ""QM"" question"
"7","3.515605","192.168.50.94","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"8","3.904554","192.168.50.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"9","3.904642","192.168.50.1","239.255.255.250","SSDP","513","NOTIFY * HTTP/1.1 "
"10","3.904663","192.168.50.1","239.255.255.250","SSDP","450","NOTIFY * HTTP/1.1 "
"11","3.906843","192.168.50.1","239.255.255.250","SSDP","509","NOTIFY * HTTP/1.1 "
"12","3.906875","192.168.50.1","239.255.255.250","SSDP","450","NOTIFY * HTTP/1.1 "
"13","3.906893","192.168.50.1","239.255.255.250","SSDP","489","NOTIFY * HTTP/1.1 "
"14","3.909147","192.168.50.1","239.255.255.250","SSDP","450","NOTIFY * HTTP/1.1 "
"15","3.909175","192.168.50.1","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"16","3.909193","192.168.50.1","239.255.255.250","SSDP","521","NOTIFY * HTTP/1.1 "
"17","3.911454","192.168.50.1","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"18","3.911483","192.168.50.1","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"19","4.211769","192.168.50.1","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"20","4.211927","192.168.50.1","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"21","4.211946","192.168.50.1","239.255.255.250","SSDP","521","NOTIFY * HTTP/1.1 "
"22","4.214314","192.168.50.1","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"23","4.214343","192.168.50.1","239.255.255.250","SSDP","450","NOTIFY * HTTP/1.1 "
"24","4.214363","192.168.50.1","239.255.255.250","SSDP","489","NOTIFY * HTTP/1.1 "
"25","4.217128","192.168.50.1","239.255.255.250","SSDP","450","NOTIFY * HTTP/1.1 "
"26","4.217156","192.168.50.1","239.255.255.250","SSDP","509","NOTIFY * HTTP/1.1 "
"27","4.217174","192.168.50.1","239.255.255.250","SSDP","450","NOTIFY * HTTP/1.1 "
"28","4.219430","192.168.50.1","239.255.255.250","SSDP","513","NOTIFY * HTTP/1.1 "
"29","4.219465","192.168.50.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"30","5.024351","162.159.134.234","192.168.50.94","TLSv1.2","113","Application Data"
"31","5.068179","192.168.50.94","162.159.134.234","TCP","54","53678  >  443 [ACK] Seq=1 Ack=60 Win=1021 Len=0"
"32","5.132899","192.168.50.4","224.0.0.251","MDNS","122","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR lb._dns-sd._udp.local, ""QM"" question"
"33","5.133000","fe80::894:4ef2:9384:326f","ff02::fb","MDNS","142","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR lb._dns-sd._udp.local, ""QM"" question"
"34","5.541867","192.168.50.94","192.168.50.1","DNS","78","Standard query 0x3524 A history.google.com"
"35","5.541965","192.168.50.94","192.168.50.1","DNS","78","Standard query 0x11e4 HTTPS history.google.com"
"36","5.562754","192.168.50.1","192.168.50.94","DNS","198","Standard query response 0x3524 A history.google.com CNAME history.l.google.com A 142.251.2.100 A 142.251.2.101 A 142.251.2.138 A 142.251.2.139 A 142.251.2.102 A 142.251.2.113"
"37","5.565213","192.168.50.94","192.168.50.1","DNS","75","Standard query 0xa38c A www.youtube.com"
"38","5.565295","192.168.50.94","192.168.50.1","DNS","75","Standard query 0x7b1f HTTPS www.youtube.com"
"39","5.569384","192.168.50.1","192.168.50.94","DNS","152","Standard query response 0x11e4 HTTPS history.google.com CNAME history.l.google.com SOA ns1.google.com"
"40","5.569832","192.168.50.94","142.251.2.100","QUIC","1292","Initial, DCID=257d55699d35e72b, PKN: 1, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, PING, PING, PING, PING, PADDING, CRYPTO, CRYPTO, PING"
"41","5.569857","192.168.50.94","142.251.2.100","QUIC","1292","Initial, DCID=257d55699d35e72b, PKN: 2, CRYPTO"
"42","5.569873","192.168.50.94","142.251.2.100","QUIC","1292","Initial, DCID=257d55699d35e72b, PKN: 3, CRYPTO, PING, CRYPTO, CRYPTO, PING, CRYPTO, PING, CRYPTO, PING, PING, PADDING, PING, PADDING, PING, CRYPTO, PING, PING, PING"
"43","5.571094","192.168.50.94","142.251.2.100","QUIC","122","0-RTT, DCID=257d55699d35e72b"
"44","5.571194","192.168.50.94","142.251.2.100","QUIC","652","0-RTT, DCID=257d55699d35e72b"
"45","5.585766","192.168.50.1","192.168.50.94","DNS","333","Standard query response 0xa38c A www.youtube.com CNAME youtube-ui.l.google.com A 142.250.188.238 A 142.250.189.14 A 142.250.72.174 A 142.250.176.14 A 142.250.217.142 A 142.251.40.46 A 142.250.72.142 A 142.250.68.110 A 172.217.12.142 A 172.217.14.110 A 172.217.14.78 A 142.250.68.78 A 142.250.68.46 A 142.250.72.238"
"46","5.591677","192.168.50.94","142.250.188.238","QUIC","1292","Initial, DCID=52adffb135bab3ec, PKN: 1, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, PING, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, PING, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO"
"47","5.591704","192.168.50.94","142.250.188.238","QUIC","1292","Initial, DCID=52adffb135bab3ec, PKN: 2, PADDING, PING, PING, PING, CRYPTO, PING, PING, PING, PADDING, PING, PADDING, CRYPTO, PING, CRYPTO, CRYPTO, PING, PING"
"48","5.591754","192.168.50.1","192.168.50.94","DNS","444","Standard query response 0x7b1f HTTPS www.youtube.com CNAME youtube-ui.l.google.com HTTPS A 142.250.68.46 A 142.250.72.238 A 142.250.188.238 A 142.250.189.14 A 142.250.72.174 A 142.250.176.14 A 142.250.217.142 A 142.251.40.46 A 142.250.72.142 A 142.250.68.110 A 172.217.12.142 A 172.217.14.78 A 142.250.68.78 AAAA 2607:f8b0:4007:813::200e AAAA 2607:f8b0:4007:801::200e AAAA 2607:f8b0:4007:803::200e AAAA 2607:f8b0:4007:811::200e"
"49","5.591785","192.168.50.94","142.250.188.238","QUIC","120","0-RTT, DCID=52adffb135bab3ec"
"50","5.617020","142.251.2.100","192.168.50.94","QUIC","82","Initial, SCID=e57d55699d35e72b, PKN: 1, ACK"
"51","5.617020","142.251.2.100","192.168.50.94","QUIC","82","Initial, SCID=e57d55699d35e72b, PKN: 2, ACK"
"52","5.617020","142.251.2.100","192.168.50.94","QUIC","1292","Initial, SCID=e57d55699d35e72b, PKN: 3, ACK, PADDING"
"53","5.617020","142.251.2.100","192.168.50.94","QUIC","1292","Initial, SCID=e57d55699d35e72b, PKN: 4, ACK, PADDING"
"54","5.617020","142.251.2.100","192.168.50.94","QUIC","1292","Initial, SCID=e57d55699d35e72b, PKN: 5, CRYPTO, PADDING"
"55","5.617020","142.251.2.100","192.168.50.94","QUIC","342","Protected Payload (KP0)"
"56","5.617020","142.251.2.100","192.168.50.94","QUIC","992","Protected Payload (KP0)"
"57","5.617020","142.251.2.100","192.168.50.94","QUIC","67","Protected Payload (KP0)"
"58","5.617384","192.168.50.94","142.251.2.100","QUIC","120","Handshake, DCID=e57d55699d35e72b"
"59","5.617438","192.168.50.94","142.251.2.100","QUIC","73","Protected Payload (KP0), DCID=e57d55699d35e72b"
"60","5.630320","142.250.188.238","192.168.50.94","QUIC","82","Initial, SCID=f2adffb135bab3ec, PKN: 1, ACK"
"61","5.636707","142.250.188.238","192.168.50.94","QUIC","1292","Initial, SCID=f2adffb135bab3ec, PKN: 2, ACK, PADDING"
"62","5.643625","142.250.188.238","192.168.50.94","QUIC","1292","Initial, SCID=f2adffb135bab3ec, PKN: 3, CRYPTO, PADDING"
"63","5.643625","142.250.188.238","192.168.50.94","QUIC","340","Protected Payload (KP0)"
"64","5.643625","142.250.188.238","192.168.50.94","QUIC","986","Protected Payload (KP0)"
"65","5.643870","192.168.50.94","142.250.188.238","QUIC","120","Handshake, DCID=f2adffb135bab3ec"
"66","5.643915","192.168.50.94","142.250.188.238","QUIC","73","Protected Payload (KP0), DCID=f2adffb135bab3ec"
"67","5.644036","192.168.50.94","142.250.188.238","QUIC","1288","Protected Payload (KP0), DCID=f2adffb135bab3ec"
"68","5.644051","192.168.50.94","142.250.188.238","QUIC","1292","Protected Payload (KP0), DCID=f2adffb135bab3ec"
"69","5.644071","192.168.50.94","142.250.188.238","QUIC","835","Protected Payload (KP0), DCID=f2adffb135bab3ec"
"70","5.644085","192.168.50.94","142.250.188.238","QUIC","356","Protected Payload (KP0), DCID=f2adffb135bab3ec"
"71","5.644198","192.168.50.94","142.250.188.238","QUIC","1286","Protected Payload (KP0), DCID=f2adffb135bab3ec"
"72","5.644221","192.168.50.94","142.250.188.238","QUIC","1292","Protected Payload (KP0), DCID=f2adffb135bab3ec"
"73","5.644238","192.168.50.94","142.250.188.238","QUIC","431","Protected Payload (KP0), DCID=f2adffb135bab3ec"
"74","5.658987","142.251.2.100","192.168.50.94","QUIC","162","Protected Payload (KP0)"
"75","5.658987","142.251.2.100","192.168.50.94","QUIC","64","Protected Payload (KP0)"
"76","5.659071","192.168.50.94","142.251.2.100","QUIC","73","Protected Payload (KP0), DCID=e57d55699d35e72b"
"77","5.661795","142.250.188.238","192.168.50.94","QUIC","67","Protected Payload (KP0)"
"78","5.680998","142.250.188.238","192.168.50.94","QUIC","162","Protected Payload (KP0)"
"79","5.687146","142.250.188.238","192.168.50.94","QUIC","67","Protected Payload (KP0)"
"80","5.687146","142.250.188.238","192.168.50.94","QUIC","67","Protected Payload (KP0)"
"81","5.687146","142.250.188.238","192.168.50.94","QUIC","67","Protected Payload (KP0)"
"82","5.689961","142.250.188.238","192.168.50.94","QUIC","72","Protected Payload (KP0)"
"83","5.689961","142.250.188.238","192.168.50.94","QUIC","67","Protected Payload (KP0)"
"84","5.690022","192.168.50.94","142.250.188.238","QUIC","73","Protected Payload (KP0), DCID=f2adffb135bab3ec"
"85","5.710702","142.251.2.100","192.168.50.94","QUIC","361","Protected Payload (KP0)"
"86","5.710702","142.251.2.100","192.168.50.94","QUIC","222","Protected Payload (KP0)"
"87","5.710817","192.168.50.94","142.251.2.100","QUIC","77","Protected Payload (KP0), DCID=e57d55699d35e72b"
"88","5.721717","142.250.188.238","192.168.50.94","QUIC","274","Protected Payload (KP0)"
"89","5.721717","142.250.188.238","192.168.50.94","QUIC","242","Protected Payload (KP0)"
"90","5.721717","142.250.188.238","192.168.50.94","QUIC","210","Protected Payload (KP0)"
"91","5.721717","142.250.188.238","192.168.50.94","QUIC","63","Protected Payload (KP0)"
"92","5.721840","192.168.50.94","142.250.188.238","QUIC","77","Protected Payload (KP0), DCID=f2adffb135bab3ec"
"93","5.721882","192.168.50.94","142.250.188.238","QUIC","77","Protected Payload (KP0), DCID=f2adffb135bab3ec"
"94","5.760889","142.251.2.100","192.168.50.94","QUIC","67","Protected Payload (KP0)"
"95","5.767789","142.250.188.238","192.168.50.94","QUIC","65","Protected Payload (KP0)"
"96","7.089756","192.168.50.94","142.250.72.132","QUIC","1292","Initial, DCID=ee35d1f250436734, PKN: 1, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, PING, CRYPTO, CRYPTO, PING, CRYPTO, PING, PING, CRYPTO, PING, PING, PING, CRYPTO"
"97","7.089795","192.168.50.94","142.250.72.132","QUIC","1292","Initial, DCID=ee35d1f250436734, PKN: 2, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO"
"98","7.089892","192.168.50.94","142.250.72.132","QUIC","124","0-RTT, DCID=ee35d1f250436734"
"99","7.110832","162.159.134.234","192.168.50.94","TLSv1.2","107","Application Data"
"100","7.126955","142.250.72.132","192.168.50.94","QUIC","82","Initial, SCID=ee35d1f250436734, PKN: 1, ACK"
"101","7.133350","142.250.72.132","192.168.50.94","QUIC","1292","Initial, SCID=ee35d1f250436734, PKN: 2, ACK, PADDING"
"102","7.141290","142.250.72.132","192.168.50.94","QUIC","1292","Initial, SCID=ee35d1f250436734, PKN: 3, CRYPTO, PADDING"
"103","7.141290","142.250.72.132","192.168.50.94","QUIC","344","Protected Payload (KP0)"
"104","7.141290","142.250.72.132","192.168.50.94","QUIC","990","Protected Payload (KP0)"
"105","7.141290","142.250.72.132","192.168.50.94","QUIC","117","Protected Payload (KP0)"
"106","7.141565","192.168.50.94","142.250.72.132","QUIC","120","Handshake, DCID=ee35d1f250436734"
"107","7.141624","192.168.50.94","142.250.72.132","QUIC","73","Protected Payload (KP0), DCID=ee35d1f250436734"
"108","7.151310","192.168.50.94","162.159.134.234","TCP","54","53678  >  443 [ACK] Seq=1 Ack=113 Win=1021 Len=0"
"109","7.159211","142.250.72.132","192.168.50.94","QUIC","66","Protected Payload (KP0)"
"110","7.172191","192.168.50.94","142.250.72.132","QUIC","74","Protected Payload (KP0), DCID=ee35d1f250436734"
"111","7.181232","142.250.72.132","192.168.50.94","QUIC","162","Protected Payload (KP0)"
"112","7.213828","192.168.50.94","142.250.72.132","QUIC","74","Protected Payload (KP0), DCID=ee35d1f250436734"
"113","7.818250","172.217.215.94","192.168.50.94","TLSv1.2","127","Application Data"
"114","7.818374","192.168.50.94","172.217.215.94","TCP","54","54018  >  443 [FIN, ACK] Seq=1 Ack=74 Win=255 Len=0"
"115","7.905237","172.217.215.94","192.168.50.94","TCP","54","443  >  54018 [FIN, ACK] Seq=74 Ack=2 Win=1045 Len=0"
"116","7.905271","192.168.50.94","172.217.215.94","TCP","54","54018  >  443 [ACK] Seq=2 Ack=75 Win=255 Len=0"
"117","8.666782","192.168.50.94","96.16.70.42","TCP","54","54061  >  443 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
"118","8.666837","192.168.50.94","96.16.70.42","TCP","54","54062  >  443 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
"119","8.666853","192.168.50.94","96.16.70.42","TCP","54","54063  >  443 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
"120","8.666870","192.168.50.94","96.16.70.42","TCP","54","54064  >  443 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
"121","8.666889","192.168.50.94","184.28.81.201","TCP","54","54066  >  80 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
"122","8.666905","192.168.50.94","184.28.81.201","TCP","54","54068  >  80 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
"123","8.666922","192.168.50.94","184.28.81.201","TCP","54","54067  >  80 [FIN, ACK] Seq=1 Ack=1 Win=511 Len=0"
"124","8.686578","96.16.70.42","192.168.50.94","TCP","54","443  >  54061 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"125","8.686578","96.16.70.42","192.168.50.94","TCP","85","[TCP Out-Of-Order] 443  >  54061 [PSH, ACK] Seq=1 Ack=2 Win=501 Len=31"
"126","8.686602","192.168.50.94","96.16.70.42","TCP","54","[TCP Dup ACK 117#1] 54061  >  443 [ACK] Seq=2 Ack=1 Win=255 Len=0"
"127","8.686617","192.168.50.94","96.16.70.42","TCP","54","54061  >  443 [RST, ACK] Seq=2 Ack=32 Win=0 Len=0"
"128","8.692719","96.16.70.42","192.168.50.94","TCP","54","443  >  54062 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"129","8.692719","96.16.70.42","192.168.50.94","TCP","54","443  >  54063 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"130","8.692719","96.16.70.42","192.168.50.94","TCP","54","443  >  54064 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"131","8.692719","96.16.70.42","192.168.50.94","TCP","85","[TCP Out-Of-Order] 443  >  54062 [PSH, ACK] Seq=1 Ack=2 Win=501 Len=31"
"132","8.692719","96.16.70.42","192.168.50.94","TCP","85","[TCP Out-Of-Order] 443  >  54063 [PSH, ACK] Seq=1 Ack=2 Win=501 Len=31"
"133","8.692719","96.16.70.42","192.168.50.94","TCP","85","[TCP Out-Of-Order] 443  >  54064 [PSH, ACK] Seq=1 Ack=2 Win=501 Len=31"
"134","8.692729","192.168.50.94","96.16.70.42","TCP","54","[TCP Dup ACK 118#1] 54062  >  443 [ACK] Seq=2 Ack=1 Win=255 Len=0"
"135","8.692736","192.168.50.94","96.16.70.42","TCP","54","[TCP Dup ACK 119#1] 54063  >  443 [ACK] Seq=2 Ack=1 Win=255 Len=0"
"136","8.692742","192.168.50.94","96.16.70.42","TCP","54","[TCP Dup ACK 120#1] 54064  >  443 [ACK] Seq=2 Ack=1 Win=255 Len=0"
"137","8.692748","192.168.50.94","96.16.70.42","TCP","54","54062  >  443 [RST, ACK] Seq=2 Ack=32 Win=0 Len=0"
"138","8.692757","192.168.50.94","96.16.70.42","TCP","54","54063  >  443 [RST, ACK] Seq=2 Ack=32 Win=0 Len=0"
"139","8.692764","192.168.50.94","96.16.70.42","TCP","54","54064  >  443 [RST, ACK] Seq=2 Ack=32 Win=0 Len=0"
"140","8.713449","184.28.81.201","192.168.50.94","TCP","54","80  >  54067 [FIN, ACK] Seq=1 Ack=2 Win=501 Len=0"
"141","8.713449","184.28.81.201","192.168.50.94","TCP","54","80  >  54066 [FIN, ACK] Seq=1 Ack=2 Win=501 Len=0"
"142","8.713470","192.168.50.94","184.28.81.201","TCP","54","54067  >  80 [ACK] Seq=2 Ack=2 Win=511 Len=0"
"143","8.713489","192.168.50.94","184.28.81.201","TCP","54","54066  >  80 [ACK] Seq=2 Ack=2 Win=255 Len=0"
"144","8.719347","184.28.81.201","192.168.50.94","TCP","54","80  >  54068 [FIN, ACK] Seq=1 Ack=2 Win=501 Len=0"
"145","8.719364","192.168.50.94","184.28.81.201","TCP","54","54068  >  80 [ACK] Seq=2 Ack=2 Win=255 Len=0"
"146","9.965404","192.168.50.94","142.251.40.42","TCP","55","54109  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"147","10.004525","142.251.40.42","192.168.50.94","TCP","66","443  >  54109 [ACK] Seq=1 Ack=2 Win=1045 Len=0 SLE=1 SRE=2"
"148","11.847279","192.168.50.94","192.168.50.1","DNS","74","Standard query 0x5328 A ab.chatgpt.com"
"149","11.847364","192.168.50.94","192.168.50.1","DNS","74","Standard query 0x8e29 HTTPS ab.chatgpt.com"
"150","11.847527","192.168.50.94","104.18.32.47","TLSv1.2","229","Application Data"
"151","11.847546","192.168.50.94","104.18.32.47","TLSv1.2","93","Application Data"
"152","11.847556","192.168.50.94","104.18.32.47","TLSv1.2","1362","Application Data"
"153","11.852915","192.168.50.1","192.168.50.94","DNS","106","Standard query response 0x5328 A ab.chatgpt.com A 104.18.32.47 A 172.64.155.209"
"154","11.879021","192.168.50.1","192.168.50.94","DNS","135","Standard query response 0x8e29 HTTPS ab.chatgpt.com SOA hassan.ns.cloudflare.com"
"155","11.894656","104.18.32.47","192.168.50.94","TCP","60","443  >  54037 [ACK] Seq=1 Ack=176 Win=79 Len=0"
"156","11.894656","104.18.32.47","192.168.50.94","TCP","60","443  >  54037 [ACK] Seq=1 Ack=215 Win=79 Len=0"
"157","11.894656","104.18.32.47","192.168.50.94","TCP","60","443  >  54037 [ACK] Seq=1 Ack=1523 Win=79 Len=0"
"158","11.894656","104.18.32.47","192.168.50.94","TLSv1.2","93","Application Data"
"159","11.937721","192.168.50.94","104.18.32.47","TCP","54","54037  >  443 [ACK] Seq=1523 Ack=40 Win=250 Len=0"
"160","11.939690","104.18.32.47","192.168.50.94","TLSv1.2","960","Application Data"
"161","11.939690","104.18.32.47","192.168.50.94","TLSv1.2","101","Application Data"
"162","11.939690","104.18.32.47","192.168.50.94","TLSv1.2","85","Application Data"
"163","11.939707","192.168.50.94","104.18.32.47","TCP","54","54037  >  443 [ACK] Seq=1523 Ack=1024 Win=255 Len=0"
"164","11.940146","192.168.50.94","104.18.32.47","TLSv1.2","89","Application Data"
"165","12.024431","104.18.32.47","192.168.50.94","TCP","60","443  >  54037 [ACK] Seq=1024 Ack=1558 Win=79 Len=0"
"166","12.467877","192.168.50.94","173.194.25.39","QUIC","1292","Initial, DCID=57e510e85da62677, PKN: 1, CRYPTO, PADDING, CRYPTO, PING, PADDING, PING, PING, PING, PING, PADDING, PING, PADDING, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, PING"
"167","12.467908","192.168.50.94","173.194.25.39","QUIC","1292","Initial, DCID=57e510e85da62677, PKN: 2, PADDING, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, CRYPTO"
"168","12.467994","192.168.50.94","173.194.25.39","QUIC","117","0-RTT, DCID=57e510e85da62677"
"169","12.500621","173.194.25.39","192.168.50.94","QUIC","82","Initial, SCID=f7e510e85da62677, PKN: 1, ACK"
"170","12.506530","173.194.25.39","192.168.50.94","QUIC","1292","Initial, SCID=f7e510e85da62677, PKN: 2, ACK, PADDING"
"171","12.506530","173.194.25.39","192.168.50.94","QUIC","1292","Handshake, SCID=f7e510e85da62677"
"172","12.506530","173.194.25.39","192.168.50.94","QUIC","1292","Handshake, SCID=f7e510e85da62677"
"173","12.506530","173.194.25.39","192.168.50.94","QUIC","1292","Handshake, SCID=f7e510e85da62677"
"174","12.506530","173.194.25.39","192.168.50.94","QUIC","1280","Protected Payload (KP0)"
"175","12.506688","192.168.50.94","173.194.25.39","QUIC","81","Handshake, DCID=f7e510e85da62677"
"176","12.506906","192.168.50.94","173.194.25.39","QUIC","202","Protected Payload (KP0), DCID=f7e510e85da62677"
"177","12.507004","192.168.50.94","173.194.25.39","QUIC","1288","Protected Payload (KP0), DCID=f7e510e85da62677"
"178","12.507022","192.168.50.94","173.194.25.39","QUIC","1288","Protected Payload (KP0), DCID=f7e510e85da62677"
"179","12.507036","192.168.50.94","173.194.25.39","QUIC","1292","Protected Payload (KP0), DCID=f7e510e85da62677"
"180","12.507050","192.168.50.94","173.194.25.39","QUIC","376","Protected Payload (KP0), DCID=f7e510e85da62677"
"181","12.544396","173.194.25.39","192.168.50.94","QUIC","572","Protected Payload (KP0)"
"182","12.544396","173.194.25.39","192.168.50.94","QUIC","158","Protected Payload (KP0)"
"183","12.544396","173.194.25.39","192.168.50.94","QUIC","65","Protected Payload (KP0)"
"184","12.544396","173.194.25.39","192.168.50.94","QUIC","69","Protected Payload (KP0)"
"185","12.544396","173.194.25.39","192.168.50.94","QUIC","633","Protected Payload (KP0)"
"186","12.544502","192.168.50.94","173.194.25.39","QUIC","73","Protected Payload (KP0), DCID=f7e510e85da62677"
"187","12.544605","192.168.50.94","173.194.25.39","QUIC","77","Protected Payload (KP0), DCID=f7e510e85da62677"
"188","12.547484","173.194.25.39","192.168.50.94","QUIC","1288","Protected Payload (KP0)"
"189","12.547484","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"190","12.547604","192.168.50.94","173.194.25.39","QUIC","73","Protected Payload (KP0), DCID=f7e510e85da62677"
"191","12.549520","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"192","12.549520","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"193","12.549520","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"194","12.549520","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"195","12.549596","192.168.50.94","173.194.25.39","QUIC","73","Protected Payload (KP0), DCID=f7e510e85da62677"
"196","12.549618","192.168.50.94","173.194.25.39","QUIC","73","Protected Payload (KP0), DCID=f7e510e85da62677"
"197","12.552845","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"198","12.552845","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"199","12.552845","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"200","12.552845","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"201","12.552925","192.168.50.94","173.194.25.39","QUIC","73","Protected Payload (KP0), DCID=f7e510e85da62677"
"202","12.552947","192.168.50.94","173.194.25.39","QUIC","73","Protected Payload (KP0), DCID=f7e510e85da62677"
"203","12.555914","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"204","12.555914","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"205","12.555993","192.168.50.94","173.194.25.39","QUIC","73","Protected Payload (KP0), DCID=f7e510e85da62677"
"206","12.558481","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"207","12.558481","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"208","12.558481","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"209","12.558481","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"210","12.558481","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"211","12.558585","192.168.50.94","173.194.25.39","QUIC","73","Protected Payload (KP0), DCID=f7e510e85da62677"
"212","12.558620","192.168.50.94","173.194.25.39","QUIC","73","Protected Payload (KP0), DCID=f7e510e85da62677"
"213","12.562565","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"214","12.562565","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"215","12.562565","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"216","12.562625","192.168.50.94","173.194.25.39","QUIC","73","Protected Payload (KP0), DCID=f7e510e85da62677"
"217","12.562662","192.168.50.94","173.194.25.39","QUIC","73","Protected Payload (KP0), DCID=f7e510e85da62677"
"218","12.565125","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"219","12.565125","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"220","12.565125","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"221","12.565125","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"222","12.565194","192.168.50.94","173.194.25.39","QUIC","73","Protected Payload (KP0), DCID=f7e510e85da62677"
"223","12.565215","192.168.50.94","173.194.25.39","QUIC","73","Protected Payload (KP0), DCID=f7e510e85da62677"
"224","12.568196","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
"225","12.568196","173.194.25.39","192.168.50.94","QUIC","1292","Protected Payload (KP0)"
